id,instnm,st_fips,region,ccbasic,ccsizset,adm_rate,pplus_pct_low,pplus_pct_high,plus_debt_all_md,c150_4,c100_4,trans_4,c150_4_black,c150_4_hisp,c150_4_nhpi,c150_4_aian,c150_4_pell,ugds_black,ugds_hisp,ugds_aian,ugds_nhpi,ugds,ind_comp_orig_yr4_rt,lo_inc_comp_orig_yr4_rt,firstgen_comp_orig_yr4_rt,comp_orig_yr4_rt,wdraw_orig_yr3_rt,ind_wdraw_orig_yr3_rt,lo_inc_wdraw_orig_yr3_rt,firstgen_wdraw_orig_yr3_rt,cuml_debt_p10,cuml_debt_p25,cuml_debt_p75,cuml_debt_p90,npt41_pub,npt42_pub,npt43_pub,npt44_pub,npt45_pub,npt41_priv,npt42_priv,npt43_priv,npt44_priv,npt45_priv,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
1038,Alfred University,36,2,18,11,0.6716,10,15,16132,0.5991,0.4604,0.2996,0.5417,0.5306,,0.6667,0.5612,0.1164,0.0911,0,0.0055,1460,0.642857142857,0.510791366906,0.537671232877,0.588110403397,0.148063781321,,0.169014084507,0.175257731959,3625,7250,29000,33250,,,,,,21186,22095,24135,27150,28659,13400,32879,77845,84700
1039,American Musical and Dramatic Academy,36,2,30,11,0.2206,35,40,69685,0.7127,0.6683,0,0.7794,0.6788,1,,0.6694,0.1709,0.224,0.0018,0.0018,1656,0.448275862069,0.560869565217,0.646420824295,0.675555555556,0.190713101161,,0.241025641026,0.2175,4750,9500,20000,27000,,,,,,32107,35765,46560,47844,56051,4000,12409,45082,62000
1040,Bank Street College of Education,36,2,32,18,,,,23137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Bard College,36,2,21,11,0.5992,5,10,27200,0.7064,0.5717,0.1832,0.6538,0.7619,,0.3333,0.8276,0.11,0.1297,0.001,0,2036,,0.561224489796,0.625,0.626666666667,0.156862745098,0.297872340426,0.192307692308,0.151041666667,5500,10250,27000,28500,,,,,,15443,13194,23241,20974,37369,5600,21517,69750,77000
1042,Barnard College,36,2,21,11,0.1147,5,10,58541,0.928,0.8544,0.0432,0.9111,0.9176,1,1,0.9262,0.0565,0.1294,0.0003,0,3007,,,0.907692307692,0.91724137931,0.074380165289,,,,4500,10000,19055,25000,,,,,,17166,14441,20962,30311,57739,17400,46624,112836,127400
1043,Phillips School of Nursing at Mount Sinai Beth Israel,36,2,26,6,,0,5,19227,0,,1,,,0,,,0.1276,0.1379,0,0,290,,,,0.767857142857,,,,,4750,9500,20000,26250,,,,,,,,,,,,71094,122144,
1044,Boricua College,36,2,22,6,,0,5,,0.9389,0.4194,0.0534,0.8846,0.9519,,,0.935,0.252,0.7241,0,0.0053,377,0.234741784038,0.194945848375,,0.193548387097,0.58217270195,0.534482758621,0.59385665529,,1900,3000,9000,15000,,,,,,13265,14459,11467,,,6200,14379,51129,57100
1045,Brooklyn Law School,36,2,31,18,,,,45920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19800,,,228800
1046,Canisius College,36,2,18,10,0.8146,5,10,19953,0.7062,0.6427,0.2254,0.5867,0.4348,0,,0.6491,0.1024,0.0708,0.005,0,1807,0.5625,0.509090909091,0.623563218391,0.670250896057,0.081666666667,,0.15037593985,0.092261904762,4415,9550,27000,30500,,,,,,13130,15177,15977,19425,22615,18700,40341,83492,80800
1047,Cazenovia College,36,2,22,8,0.6761,10,20,23626,0.556,0.468,0,0.3913,0.4444,,,0.5234,0.1029,0.0725,0.0203,0.0014,690,0.631578947368,0.518867924528,0.575892857143,0.557755775578,0.134387351779,,,,4687,8250,27000,28125,,,,,,13722,14436,15412,20575,27367,6700,30853,66486,57100
1048,Central Yeshiva Tomchei Tmimim Lubavitz,36,2,24,8,0.9222,,,,0.1774,0,0.4839,,,,,0.125,0,0,0,0,577,,0.310810810811,,0.27485380117,0.48,,,,,,,,,,,,,18127,18655,19212,20714,23773,5000,17207,67291,63700
1049,Clarkson University,36,2,16,14,0.7458,10,15,34640,0.756,0.6334,0.1707,0.5,0.6857,,1,0.6947,0.0323,0.0645,0.0025,0,2790,,0.685185185185,0.713467048711,0.74930362117,0.078082191781,,0.155172413793,0.091666666667,5500,13464,28500,35500,,,,,,19602,26066,28911,31663,34934,24800,59030,112016,108800
1050,Colgate Rochester Crozer Divinity School,36,2,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Colgate University,36,2,21,14,0.1719,0,5,59463,0.9027,0.8716,0.0674,0.95,0.9186,0,0.5,0.8704,0.0438,0.0926,0.0006,0.0013,3152,,,,0.909407665505,0.047846889952,,,,5000,8000,18859,25333,,,,,,10923,14024,15344,20853,45405,19400,50454,146540,144300
1052,Metropolitan College of New York,36,2,19,6,0.7727,0,5,10624,0.2973,0.2128,0.2162,0.3438,0.4545,,,0.413,0.5478,0.309,0.0028,0.0056,356,0.291044776119,0.270742358079,0.277777777778,0.290220820189,0.316614420063,0.296875,0.33064516129,,4750,9500,34500,45600,,,,,,19210,31040,28397,,,6700,17802,62889,75800
1053,Columbia University in the City of New York,36,2,15,6,0.0413,0,5,34005,0.9736,0.8806,0.0069,0.9533,0.9804,0.5,0.8333,0.96,0.072,0.1467,0.004,0.0015,8832,0.644736842105,0.747433264887,0.779069767442,0.782258064516,0.105421686747,0.181034482759,0.131465517241,0.12,4508,8636,28500,52600.5,,,,,,-3429,-5227,-4069,9939,40584,16600,60891,147812,205500
1054,The Cooper Union for the Advancement of Science and Art,36,2,22,6,0.1468,0,5,17804,0.8341,0.6376,0,0.6667,0.6667,,,0.7586,0.0472,0.1197,0,0,869,,0.675,0.764705882353,0.745454545455,,,,,2900,5000,23000,26500,,,,,,33,1735,4778,14160,27028,7500,26821,111842,147900
1055,Cornell University,36,2,15,16,0.0869,0,5,35000,0.9414,0.8783,0,0.8969,0.9016,0.75,0.7333,0.8963,0.0731,0.1479,0.0028,0.0012,15451,,0.901041666667,0.901759530792,0.922948073702,0.033645890789,,0.035443037975,0.046309696093,2501,5962,19677,26633,,,,,,1862,1953,4035,20449,48400,23100,63271,165434,178800
1056,Weill Medical College of Cornell University,36,2,27,18,,0,5,35000,,,,,,,,,,,,,,,0.901041666667,0.901759530792,0.922948073702,0.033645890789,,0.035443037975,0.046309696093,2501,5962,19677,26633,,,,,,,,,,,23100,63271,165434,178800
1057,Culinary Institute of America,36,2,30,14,0.981,10,15,30589,0.7216,,0.0863,0.641,0.7172,1,0.6667,0.7372,0.082,0.1973,0.0028,0.0028,2854,0.487288135593,0.477272727273,0.536585365854,0.56183745583,0.240890688259,0.287958115183,0.268571428571,0.27258805513,4750,7500,20000,27000,,,,,,22396,24610,26756,31711,31055,12000,26689,66752,76200
1058,CUNY Bernard M Baruch College,36,2,18,15,0.5056,0,5,19188,0.7391,0.4857,0.1342,0.637,0.664,0,1,0.7524,0.0888,0.2728,0.0016,0.0006,15483,0.543554006969,0.619643716899,0.620756925478,0.626541207008,0.114572864322,0.135031847134,0.106598984772,0.111699959234,2400,4500,16500,26000,345,2040,6689,8405,12681,,,,,,12300,42945,105167,105400
1059,CUNY Brooklyn College,36,2,18,15,0.5136,0,5,16120,0.5614,0.3052,0.211,0.4824,0.4618,1,0,0.5509,0.2019,0.2407,0.0011,0.0006,12567,0.447193149382,0.475567190227,0.485486211901,0.485930408472,0.18352365416,0.19154676259,0.192818110851,0.182583360311,2000,3823,16330,25818,834,2542,6748,9600,12479,,,,,,9400,31300,81430,87900
1060,College of Staten Island CUNY,36,2,18,15,,0,5,13143,0.3392,0.2577,0.3282,0.2345,0.2622,0.25,0,0.3128,0.1556,0.2589,0.0013,0.0018,10392,0.361904761905,0.262589928058,0.266142384106,0.278298485941,0.307551988325,0.351807228916,0.321363359708,0.318219983207,2237,4450,16893,27003,3651,5215,9059,10870,13979,,,,,,8500,30165,80104,87700
1061,CUNY City College,36,2,16,15,0.6406,0,5,15994,0.5737,0.2383,0.2657,0.5674,0.5374,0.5,,0.5629,0.148,0.3806,0.0019,0.0015,11861,0.465087281796,0.453299492386,0.442092154421,0.453886010363,0.13572386059,0.150610583446,0.131578947368,0.135812449475,2000,4058.5,18000,28250,552,2046,6588,9217,12474,,,,,,10300,33807,86868,92600
1062,CUNY Graduate School and University Center,36,2,15,12,,0,5,16400,,,,,,,,,0.2741,0.3196,0.0022,0.0022,2703,0.435582822086,0.435555555556,0.450160771704,0.444736842105,0.142156862745,,0.146666666667,,2000,3210.5,12577.5,21987.5,,,,,,,,,,,,34287,95002,
1063,CUNY Hunter College,36,2,18,15,0.459,0,5,19686,0.5766,0.3067,0.2578,0.5346,0.5089,0.6316,0,0.6043,0.1072,0.306,0.0024,0.0014,17293,0.387566137566,0.461941008563,0.463224368499,0.463970811797,0.142770719903,0.164238410596,0.142580956984,0.140699815838,2191,4500,18025,27255,156,2350,6892,8466,12171,,,,,,10200,33032,84838,87300
1064,CUNY John Jay College of Criminal Justice,36,2,18,15,0.4458,0,5,16716,0.5416,0.3766,0.2698,0.5198,0.5348,0,0.25,0.5612,0.1667,0.4979,0.0045,0.0016,12834,0.506345177665,0.509664292981,0.517490494297,0.520700100976,0.175422138837,0.159502262443,0.171348314607,0.17203539823,2000,3750,15250,24484,687,2824,6970,9887,12513,,,,,,10600,33191,76765,95600
1065,CUNY Lehman College,36,2,18,15,0.5789,0,5,10603,0.5311,0.2787,0.2082,0.5616,0.538,0.5,1,0.5526,0.2643,0.5696,0.0022,0.0008,11609,0.523517382413,0.536320754717,0.536920222635,0.536134453782,0.146892655367,0.143854748603,0.143123543124,0.146079881657,1750,3400,15020,24593,1059,3081,7147,9402,11619,,,,,,10300,33490,75089,82800
1066,CUNY Medgar Evers College,36,2,21,12,0.8587,0,5,9222,0.2192,0.1869,0.2744,0.2233,0.1848,0,0,0.2416,0.7372,0.165,0.0037,0.0008,3824,0.255813953488,0.192,0.190476190476,0.195505617978,0.385522788204,0.313286713287,0.391826923077,0.389312977099,1500,2560,11459,21247,5045,6725,8884,12311,14811,,,,,,8300,22257,63646,73600
1067,CUNY New York City College of Technology,36,2,22,15,0.825,0,5,11398,0.2062,0.1038,0.369,0.1458,0.186,0.1111,0.2,0.2216,0.2687,0.3466,0.0041,0.0023,13490,0.284057971014,0.22702529619,0.214705131478,0.217252396166,0.304066543438,0.250253292806,0.296743873783,0.304098146698,1750,3361,14094,25312,2473,3763,7321,9807,11823,,,,,,9100,25321,72096,76700
1068,CUNY Queens College,36,2,18,15,0.6078,0,5,15972,0.5521,0.2793,0.2422,0.5581,0.4735,0.5,0,0.5356,0.0922,0.2977,0.0042,0.0028,14859,0.339405560882,0.358156028369,0.369098712446,0.371024734982,0.182494279176,0.187830687831,0.180227471566,0.18219895288,2254,4468,15500,25000,1092,2779,7120,8882,12438,,,,,,10500,32095,84041,91700
1069,CUNY School of Law,36,2,31,18,,,,36926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,CUNY York College,36,2,20,12,0.6702,0,5,11436,0.3337,0.0915,0.397,0.3211,0.2491,0.0909,0.5882,0.3528,0.3737,0.2738,0.0147,0.0043,5595,0.438240270728,0.355500821018,0.349367088608,0.353462603878,0.19516509434,0.158671586716,0.189236111111,0.194239785666,1750,2750,12250,20500,1600,3442,7240,9149,13567,,,,,,8700,32233,75948,71800
1071,D'Youville  University,36,2,17,10,0.9245,5,15,21550,0.6426,0.366,0.2426,0.6923,0.6667,,0,0.6463,0.1232,0.0548,0.0058,0.0007,1388,0.644295302013,0.5375,0.57095709571,0.6,0.113333333333,0.164179104478,0.128048780488,0.126279863481,4000,8750,29000,39251,,,,,,14708,13493,16581,22078,24970,11900,34675,87111,95600
1072,Daemen University,36,2,17,10,0.7844,5,10,14311,0.5729,0.4297,0,0.3542,0.4722,,,0.4522,0.0994,0.0593,0.0046,0,1721,0.396907216495,0.372641509434,0.418344519016,0.462264150943,0.109816971714,,0.155778894472,0.120283018868,3750,7000,25029,29249,,,,,,12485,13482,17555,20964,26536,13600,38397,83372,87700
1073,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,36,2,24,8,0.8148,,,,0.0909,0,0.8182,,,,,0,0,0,0,0,54,,,,,,,,,,,,,,,,,,6000,9000,10500,,,,,,
1074,Dominican University New York,36,2,17,10,0.756,5,15,19960,0.4353,0.27,0,0.3188,0.4636,,,0.398,0.1556,0.3811,0,0.0035,1131,0.581196581197,0.4375,0.417452830189,0.464412811388,0.119904076739,0.136842105263,0.147435897436,0.119741100324,4166,6250,27000,36500,,,,,,18336,18889,21050,24870,27756,12800,37700,88576,94400
1075,Elmira College,36,2,22,8,0.9378,20,25,27872,0.6468,0.6032,0.0595,0.2222,0.5714,,,0.6512,0.0491,0.0585,0.0032,0.0016,632,0.697674418605,0.619047619048,0.65306122449,0.668965517241,0.109090909091,,,,4250,8750,27000,37500,,,,,,23485,18899,25981,27515,27833,13600,39109,69956,79000
1076,Fashion Institute of Technology,36,2,20,12,0.5168,0,10,27992,0.8211,,0.0894,0.7143,0.7736,1,0.75,0.7692,0.0837,0.2256,0.0013,0.0018,7660,0.701834862385,0.694817658349,0.759493670886,0.766969909027,0.108146067416,0.123015873016,0.135922330097,0.116504854369,4500,7517,25750,30500,6172,8133,11425,10817,15898,,,,,,7800,29023,90535,91400
1077,Fordham University,36,2,16,17,0.583,5,10,34178,0.8316,0.7832,0.099,0.7746,0.7908,1,1,0.7919,0.0512,0.1732,0.0005,0.0008,9669,0.54347826087,0.711779448622,0.757462686567,0.786666666667,0.070846394984,0.223021582734,0.114942528736,0.09243697479,5500,11450,27000,32230,,,,,,22402,23301,31279,34099,42733,14700,47033,118756,112100
1078,The General Theological Seminary,36,2,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Hamilton College,36,2,21,11,0.1407,0,10,45578,0.9151,0.8726,0.0679,0.92,0.9268,,,0.9028,0.0312,0.0996,0.0005,0,2049,,,0.883720930233,0.91341991342,,,,,5500,8824,20863,26000,,,,,,7555,8702,14779,20047,42090,17400,55143,126801,136500
1080,Hartwick College,36,2,21,11,0.9561,25,30,28175,0.567,0.5292,0.3608,0.3235,0.25,1,0,0.4628,0.1139,0.0802,0.0026,0.0009,1159,,0.346153846154,0.375,0.40206185567,0.2,,0.174418604651,0.211206896552,5500,12000,27000,35000,,,,,,20829,20562,23699,23187,24248,12000,31623,73501,93100
1081,Helene Fuld College of Nursing,36,2,26,6,0.3919,0,5,8636,,,,,,,,,0.6373,0.1059,0.0018,0.0018,557,,,,0.610256410256,,,,,3167,6417,16357,20750,,,,,,,,,,,36300,72302,122692,119200
1082,Hilbert College,36,2,22,7,0.9264,5,10,15094,0.5724,0.52,0.0855,0.0909,0.7143,,,0.4458,0.0802,0.0705,0.0041,0,723,0.525,0.387096774194,0.477832512315,0.5,0.165254237288,0.243902439024,0.202127659574,,4750,9393,27000,36000,,,,,,10869,14877,18240,20786,22660,11600,31271,59786,75800
1083,Hobart William Smith Colleges,36,2,21,11,0.6743,5,15,45342,0.7306,0.6751,0,0.7568,0.5938,,,0.7664,0.0714,0.0897,0.0012,0.0006,1639,,0.6875,0.66265060241,0.724137931034,0.101928374656,,,0.14465408805,5500,12000,27000,28750,,,,,,14335,20110,19441,30699,42328,17500,48027,96833,94300
1084,Hofstra University,36,2,17,14,0.6776,15,25,48067,0.6971,0.5998,0.2191,0.582,0.5907,0.7778,0.4286,0.6348,0.0891,0.1552,0.0023,0.0003,6004,0.546875,0.610644257703,0.615746180964,0.649566473988,0.096114519427,0.172413793103,0.129113924051,0.122630992196,4250,6500,27000,31000,,,,,,25892,29445,33426,35140,35563,13200,41845,99215,102900
1085,Houghton University,36,2,21,8,0.7907,10,15,23000,0.6461,0.572,0.2222,0.3333,0.6667,0,,0.4737,0.0773,0.0107,0.0048,0,841,,0.194029850746,0.258741258741,0.318996415771,0.243150684932,0.431818181818,0.311688311688,0.2625,5500,9042,27000,32000,,,,,,27314,20223,18111,22603,23091,8700,25015,58036,72800
1086,Iona University,36,2,18,13,0.9256,20,25,35261,0.6189,0.5149,0,0.3855,0.5767,1,,0.5215,0.1162,0.2632,0.003,0.0015,2667,0.583333333333,0.46511627907,0.547842401501,0.568521031208,0.129151291513,,0.161825726141,0.140264026403,5500,7500,27000,31000,,,,,,26897,26778,29492,30782,30886,13700,44011,96469,95900
1087,Ithaca College,36,2,18,14,0.7773,5,15,45144,0.7717,0.7175,0,0.7119,0.7517,,1,0.6997,0.0569,0.1034,0.001,0.0008,4778,,0.670731707317,0.705414012739,0.736288504884,0.0749789385,,0.080188679245,0.094138543517,5500,10355,27000,31200,,,,,,19771,21983,29101,33298,41459,15400,39730,86422,94800
1088,Jewish Theological Seminary of America,36,2,24,8,0.5043,5,10,,0.8718,0.7436,0.0769,,,,,,0,0.0486,0.0069,0,144,,,,,,,,,,,,,,,,,,40434,,13909,,43923,,,,
1089,The Juilliard School,36,2,30,8,0.0743,5,15,38466,0.8716,0.8073,0.0367,1,0.625,,,0.9333,0.0821,0.076,0,0,487,,,,,,,,,6500,13000,27000,39000,,,,,,27471,29777,33634,35892,45965,5100,11444,54223,95300
1090,Kehilath Yakov Rabbinical Seminary,36,2,24,8,,,,,0.5714,0,0.4286,,,,,0.6286,0,0,0,0,175,,,,,0.53125,,,,,,,,,,,,,1577,1596,1880,,,,16529,,
1091,Keuka College,36,2,19,11,0.9364,10,15,19597,0.5016,0.4511,0,0.1622,0.2308,,0,0.4382,0.059,0.0519,0.0027,0.0009,1118,0.62962962963,0.497584541063,0.537414965986,0.559198542805,0.106936416185,0.089147286822,0.135849056604,0.111111111111,4574,7004.5,27000,32293,,,,,,24328,24573,27607,27936,29993,13200,35578,73752,73200
1092,Le Moyne College,36,2,18,11,0.734,10,15,26347,0.7575,0.683,0,0.7,0.7111,0.5,0,0.695,0.0695,0.0814,0.0027,0.0004,2604,0.603448275862,0.615894039735,0.711055276382,0.74011299435,0.063888888889,,0.102409638554,0.073985680191,4981,9000,27000,31000,,,,,,18838,20400,25006,26768,27221,16200,40795,84105,87800
1093,Long Island University,36,2,16,13,0.9332,10,15,31873,0.468,0.3267,0.3793,0.3553,0.3351,0.3333,0.25,0.4201,0.1537,0.1499,0.0024,0.0024,5909,0.395953757225,0.385146804836,0.401420959147,0.429876656007,0.213751169317,0.307692307692,0.276018099548,0.234470158343,5250,9180,28884,38500,,,,,,20832,27059,20983,22548,28108,10600,30433,87407,102800
1094,Machzikei Hadath Rabbinical College,36,2,24,7,0.9487,,,,0.2353,0,0.0588,,,,,0.4,0,0,0,0,172,,,,,0.657142857143,,,,,,,,,,,,,14016,14550,16926,,,,,,
1095,Manhattan College,36,2,18,14,0.7479,15,20,48880,0.7711,0.6422,0.1767,0.7027,0.7437,1,1,0.7592,0.0606,0.2552,0.0019,0,3166,0.753623188406,0.721030042918,0.708333333333,0.731308411215,0.075239398085,,,0.070686070686,5500,12000,27000,31000,,,,,,22417,21097,25607,26683,29329,16400,62083,119909,112400
1096,Manhattan School of Music,36,2,30,8,0.4899,20,25,60233,0.7232,0.6429,0.1429,1,,,,0.4,0.0675,0.1022,0.0082,0,489,,,,0.538461538462,,,,,5500,10298,27000,33562,,,,,,50519,44706,44925,52791,47240,,11957,60221,
1097,Manhattanville College,36,2,18,11,0.8294,15,20,25817,0.6125,0.5412,0.2895,0.5306,0.625,1,,0.6144,0.1056,0.2881,0.0008,0.0038,1326,,0.636363636364,0.614285714286,0.630319148936,0.10411622276,,0.18115942029,0.110344827586,5000,6550,27000,31000,,,,,,14540,14936,17864,23850,25868,14900,26854,85189,86000
1098,Maria College of Albany,36,2,26,6,0.3745,0,5,11627,0.3889,0.4286,0,0,0,,,0.3846,0.0979,0.0545,0.0028,0.0014,715,0.52380952381,0.406015037594,0.491071428571,0.505226480836,0.129770992366,0.128571428571,0.132231404959,,4357.5,7750,24750,32250,,,,,,11548,17353,18056,23229,23229,9700,27269,65113,72100
1099,Marist College,36,2,18,14,0.5995,5,15,43416,0.8172,0.7502,0.1414,0.7174,0.76,,1,0.7784,0.0441,0.1228,0.0004,0.001,5097,0.532608695652,0.683908045977,0.738007380074,0.758139534884,0.052631578947,0.164948453608,0.089108910891,0.066427289048,5500,12000,27000,34000,,,,,,23489,27189,30988,33831,40365,13800,49377,104559,98400
1100,Marymount Manhattan College,36,2,21,10,0.7691,20,30,54651,0.5914,0.4805,0.2879,0.4737,0.6,,1,0.5493,0.1039,0.2049,0.0012,0.0018,1713,0.518518518519,0.536764705882,0.560714285714,0.573008849558,0.185039370079,0.44262295082,0.292134831461,0.213836477987,5250,6687,27000,29483,,,,,,25626,25042,28165,30953,36553,6900,21581,73485,80900
1101,Medaille University,36,2,18,10,0.6999,5,10,12205,0.4051,0.3243,0.0793,0.2574,0.2105,,0,0.2996,0.2234,0.0509,0.018,0.0039,1276,0.427835051546,0.28,0.358108108108,0.361663652803,0.319266055046,0.375,0.392996108949,0.347222222222,2750,5500,25500,32500,,,,,,16063,14809,17279,17204,16524,12300,29954,64297,76400
1102,Mercy College,36,2,18,12,0.8578,0,10,18301,0.4962,0.3502,0.2973,0.4387,0.4689,0.1667,0.6667,0.4583,0.256,0.444,0.0015,0.0034,5860,0.491379310345,0.485294117647,0.490713001797,0.500497512438,0.212652844232,0.215568862275,0.24609375,0.215845290081,3500,7171,27000,36762,,,,,,11387,13543,17380,21053,20514,9300,24739,75557,78100
1103,Mesivta Torah Vodaath Rabbinical Seminary,36,2,24,8,0.72,,,,0.3333,0,0.6667,,,,,,0,0,0,0,369,,,,0.390625,,,,,,,,,,,,,,11726,8274,10462,,,,,,
1104,Mesivtha Tifereth Jerusalem of America,36,2,24,8,0.64,,,,0.1053,0,0,,,,,0.2,0,0,0,0,44,,,,,,,,,,,,,,,,,,7000,7000,7000,7000,,,,,
1105,Mirrer Yeshiva Cent Institute,36,2,24,8,0.8,,,,0.0962,0,0.4038,,,,,0.1538,0,0,0,0,125,,,,,0.47619047619,,,,,,,,,,,,,5778,6551,5426,12199,17819,,10895,81898,
1106,Molloy College,36,2,18,12,0.7933,10,15,31498,0.7007,0.4532,0,0.4444,0.6563,1,0.4286,0.6213,0.097,0.2235,0.0028,0.0022,3248,0.652406417112,0.627177700348,0.625192012289,0.654503990878,0.084033613445,0.0625,0.123966942149,0.095709570957,5500,12000,31000,41000,,,,,,22743,22575,23850,25505,29017,16200,44544,105737,101000
1107,Mount Saint Mary College,36,2,19,10,0.9145,20,25,31765,0.6247,0.4869,0,0.4483,0.56,,1,0.5724,0.0904,0.1801,0.0058,0,1560,0.522935779817,0.496894409938,0.534934497817,0.55016722408,0.108256880734,0.097345132743,0.150326797386,0.111922141119,5250,9166,27000,37500,,,,,,13789,15741,22849,25318,25403,14400,42055,84399,84800
1108,College of Mount Saint Vincent,36,2,22,10,0.8211,15,20,21449,0.5639,0.3458,0.3115,0.5357,0.5517,,,0.5362,0.1735,0.336,0.0009,0.0009,2253,0.810126582278,0.567567567568,0.525423728814,0.549019607843,0.085714285714,,0.109452736318,,5500,9500,27500,36000,,,,,,21282,18042,20451,19693,25079,12700,33969,87458,97900
1109,Icahn School of Medicine at Mount Sinai,36,2,27,18,,,,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Nazareth College,36,2,18,11,0.8563,15,20,36275,0.7283,0.6204,0.2062,0.575,0.6875,,0,0.6369,0.0483,0.0659,0.0034,0,2050,0.532467532468,0.607843137255,0.668493150685,0.697160883281,0.048013245033,,,0.057877813505,5250,9167,27000,31500,,,,,,20949,25239,29956,31859,33389,15100,39534,68377,68400
1111,The New School,36,2,16,13,0.663,5,10,46907,0.6987,0.5576,0.1348,0.5679,0.6481,0.5,,0.6341,0.0397,0.1141,0.0009,0.0012,7373,0.581497797357,0.571753986333,0.575389948007,0.60707456979,0.166368515206,0.1875,0.175059952038,0.213008130081,4750,7500,27000,33932,,,,,,27143,37137,39186,40923,39453,6100,21985,88602,92600
1112,Northeast College of Health Sciences,36,2,26,18,,,,24369,,,,,,,,,,,,,,,,,,,,,,,10000,18000,,,,,,,,,,,,,,,
1113,New York Law School,36,2,31,18,,,,35879,,,,,,,,,,,,,,,,,,,,,,,3000,6000,,,,,,,,,,,,,,,
1114,New York Medical College,36,2,25,18,,,,26587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,New York Theological Seminary,36,2,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,New York University,36,2,15,16,0.1296,10,20,59494,0.8687,0.7815,0.0587,0.8509,0.8463,0.8889,0.7143,0.8574,0.0836,0.1735,0.0016,0.0012,28556,0.703896103896,0.712802768166,0.709735576923,0.723341232227,0.141291469194,0.116847826087,0.135714285714,0.143360752056,5500,11000,29450,35950,,,,,,23476,24529,30866,39359,55962,12900,43632,128256,145300
1117,Niagara University,36,2,18,14,0.922,10,15,19796,0.7049,0.6468,0.2355,0.3846,0.55,,0.5,0.6026,0.0593,0.0485,0.0043,0.0007,2764,0.463768115942,0.290322580645,0.25,0.248595505618,0.161004431315,0.20987654321,0.20245398773,0.177339901478,5500,11199,28500,31733,,,,,,13394,13816,16998,20931,25105,15600,38675,76685,76100
1118,New York College of Podiatric Medicine,36,2,26,18,,,,31912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,New York Institute of Technology,36,2,18,12,0.8035,10,20,30425,0.5573,0.3759,0.3223,0.4595,0.425,1,1,0.5033,0.1142,0.2176,0.0027,0.0042,3345,0.514925373134,0.486146095718,0.503300330033,0.50987224158,0.138996138996,0.224489795918,0.177777777778,0.142595978062,3750,6750,28000,37250,,,,,,19175,18682,21540,25749,26494,10400,37268,94040,101200
