school,c150_4_absolute,c150_4_relative,c150_4_pell_absolute,c150_4_pell_relative,c150_4_black_absolute,c150_4_black_relative,c150_4_hisp_absolute,c150_4_hisp_relative,c150_4_nhpi_absolute,c150_4_nhpi_relative,c150_4_aian_absolute,c150_4_aian_relative,ind_comp_orig_yr4_rt_absolute,ind_comp_orig_yr4_rt_relative,lo_inc_comp_orig_yr4_rt_absolute,lo_inc_comp_orig_yr4_rt_relative,firstgen_comp_orig_yr4_rt_absolute,firstgen_comp_orig_yr4_rt_relative,comp_orig_yr4_rt_absolute,comp_orig_yr4_rt_relative,ind_wdraw_orig_yr3_rt_absolute,ind_wdraw_orig_yr3_rt_relative,lo_inc_wdraw_orig_yr3_rt_absolute,lo_inc_wdraw_orig_yr3_rt_relative,firstgen_wdraw_orig_yr3_rt_absolute,firstgen_wdraw_orig_yr3_rt_relative,cuml_debt_p10_absolute,cuml_debt_p10_relative,cuml_debt_p25_absolute,cuml_debt_p25_relative,cuml_debt_p75_absolute,cuml_debt_p75_relative,cuml_debt_p90_absolute,cuml_debt_p90_relative,pct10_earn_wne_p10_absolute,pct10_earn_wne_p10_relative,pct25_earn_wne_p10_absolute,pct25_earn_wne_p10_relative,pct75_earn_wne_p10_absolute,pct75_earn_wne_p10_relative,pct90_earn_wne_p10_absolute,pct90_earn_wne_p10_relative,pplus_pct_low_absolute,pplus_pct_low_relative,pplus_pct_high_absolute,pplus_pct_high_relative,plus_debt_all_md_absolute,plus_debt_all_md_relative,wdraw_orig_yr3_rt_absolute,wdraw_orig_yr3_rt_relative,c100_4_absolute,c100_4_relative,trans_4_absolute,trans_4_relative,weighted_debt_absolute,weighted_debt_relative,weighted_income_absolute,weighted_income_relative,support_race_absolute,support_race_relative,support_eco_absolute,support_eco_relative
Eastern Connecticut State University,0.5332244008714597,0.5289747399702823,0.5431818181818182,0.6183644189383071,0.6063432835820896,0.583732057416268,0.3694074969770254,0.3941908713692946,0.7822685788787483,0.8854166666666666,0.19495213228894692,0.11052631578947368,0.6833578792341679,0.753731343283582,0.5448877805486284,0.5164257555847569,0.565764631843927,0.5180533751962323,0.5507657402155417,0.5730659025787965,0.6324786324786325,0.7542857142857143,0.7851534618129907,0.7571157495256167,0.6801801801801802,0.7445972495088409,0.3856812933025404,0.3763250883392226,0.3881099270891755,0.38353765323992994,0.3998878295008413,0.33111111111111113,0.6224018475750578,0.5214521452145214,0.7090361445783132,0.647887323943662,0.4395973154362416,0.3378607809847199,0.5346260387811634,0.5454545454545454,0.386144578313253,0.45336225596529284,0.3120567375886525,0.452,0.21058374249863612,0.3320754716981132,0.49421487603305786,0.33544303797468356,0.6418685121107266,0.6151515151515151,0.5826727066817667,0.5525902668759811,0.7189542483660131,0.8096385542168675,0.39655172413793105,0.47580645161290325,0.4862970044614404,0.3894523326572008,0.30173775671406006,0.36477987421383645,0.7374749498997996,0.8
Fairfield University,0.9193899782135077,0.9257057949479941,0.8988636363636363,0.9076923076923077,0.8513681592039801,0.8771929824561403,0.9280532043530835,0.935,,,,,,,0.9887780548628429,0.987603305785124,0.9647577092511013,0.9560439560439561,0.9483834373227453,0.9515625,,,,,0.9984984984984985,1.0,0.04330254041570439,0.12293144208037825,0.08076275939427931,0.06286549707602339,0.39596186203028605,0.29310344827586204,0.7361431870669746,0.7819767441860465,0.977710843373494,0.9760589318600368,0.9837807606263982,0.9749430523917996,0.9778393351800554,0.9701195219123506,0.9325301204819277,0.9518072289156626,0.32351336606655756,0.5983606557377049,0.4833606110201855,0.5392156862745098,0.03360881542699724,0.05333333333333334,0.9953863898500577,0.9948586118251928,0.9552661381653454,0.9159663865546218,0.5686274509803921,0.5518072289156627,0.1896551724137931,0.22419354838709676,0.9878903760356915,0.9454545454545454,,,,
University of Hartford,0.5642701525054467,0.5293103448275862,0.45,0.5294117647058824,0.5441542288557214,0.49122807017543857,0.45828295042321643,0.365,0.7809647979139505,0.9685534591194969,0.45517841601392517,0.4789473684210526,0.42047128129602357,0.39314516129032256,0.48877805486284287,0.5559380378657487,0.5248584015103839,0.5725094577553594,0.5360181508791833,0.5515759312320917,0.7623931623931623,0.7363636363636363,0.5731620271234832,0.49146110056925996,0.5690690690690691,0.6385068762278978,0.25635103926096997,0.2458628841607565,0.5238362310712282,0.5453216374269005,0.39091418956814356,0.3844444444444444,0.569284064665127,0.47194719471947194,0.536144578313253,0.458528951486698,0.6638702460850112,0.6044142614601019,0.7939058171745152,0.856929955290611,0.6469879518072289,0.6340640809443507,0.27495908346972175,0.19808743169398907,0.1794871794871795,0.06535947712418301,0.12892561983471074,0.24333333333333335,0.5674740484429066,0.5363636363636364,0.6964892412231031,0.6844583987441131,0.14596949891067537,0.08674698795180723,0.458128078817734,0.5977229601518027,0.7221159974506055,0.6389452332657201,0.2685624012638231,0.29559748427672955,0.24448897795591182,0.3401639344262295
Holy Apostles College and Seminary,0.3954248366013072,0.4022727272727273,0.5147727272727273,0.45076923076923076,,,0.9873035066505441,0.9644970414201184,,,,,,,,,,,0.24900737379466817,0.31092436974789917,,,,,,,,,,,,,,,,,,,,,,,0.7261320240043644,0.9431438127090301,0.7054009819967266,0.9018867924528302,,,,,0.15175537938844846,0.12658227848101267,0.7320261437908496,0.8954545454545455,,,,,,,,
Mitchell College,0.26034858387799564,0.3068181818181818,0.21363636363636362,0.26255380200860834,0.5174129353233831,0.4529505582137161,0.2551390568319226,0.3153526970954357,,,0.587467362924282,0.6202090592334495,,,0.45698254364089774,0.3347107438016529,0.3228445563247325,0.23861852433281006,0.3879750425411231,0.3939828080229226,,,0.4982155603140614,0.5643564356435643,,,0.2754041570438799,0.26,0.5036455412226585,0.4424083769633508,0.3892316320807628,0.2997275204359673,0.504041570438799,0.49727767695099817,0.07108433734939759,0.04225352112676056,0.09395973154362416,0.08108108108108109,0.06426592797783934,0.037257824143070044,0.1246987951807229,0.04878048780487805,0.02618657937806874,0.034229828850855744,0.031096563011456628,0.0912981455064194,0.32672176308539946,0.22483940042826553,0.47058823529411764,0.4106060606060606,0.4609286523216308,0.42857142857142855,0.07570806100217865,0.13636363636363635,0.4100985221674877,0.3699421965317919,0.04206500956022945,0.06765327695560254,,,,
University of New Haven,0.6971677559912854,0.8297413793103449,0.6346590909090909,0.5892307692307692,0.6380597014925373,0.5996810207336523,0.6166868198307134,0.7511111111111111,,,0.40557006092254133,0.344,0.6921944035346097,0.717741935483871,0.7051122194513716,0.8055077452667814,0.7715544367526747,0.7346938775510204,0.758366420873511,0.778125,0.8957264957264958,0.8854545454545455,0.8965024982155603,0.8823529411764706,0.7987987987987988,0.734020618556701,0.040993071593533485,0.10502958579881656,0.266404935501963,0.22660818713450293,0.38867077958496915,0.296137339055794,0.7020785219399538,0.5874587458745875,0.7265060240963855,0.7619047619047619,0.7225950782997763,0.6890243902439024,0.7130193905817175,0.7069825436408977,0.7198795180722891,0.7048903878583473,0.11074740861974905,0.056856187290969896,0.03055100927441353,0.018867924528301886,0.07327823691460054,0.12,0.7520184544405998,0.6195028680688337,0.687995469988675,0.783375314861461,0.7309368191721133,0.9759036144578314,0.2697044334975369,0.3795066413662239,0.7380497131931166,0.8071065989847716,,,0.31462925851703405,0.32
Quinnipiac University,0.8856209150326797,0.8841010401188707,0.8630681818181818,0.8630769230769231,0.835820895522388,0.8564593301435407,0.8210399032648126,0.8066666666666666,0.0651890482398957,0.20125786163522014,0.7919930374238469,0.9368421052631579,0.593519882179676,0.594758064516129,0.8148379052369077,0.8396846254927727,0.8615481434864695,0.8461538461538461,0.8321043675553035,0.8390625,0.6128205128205129,0.614406779661017,0.801570306923626,0.7836812144212524,0.8048048048048048,0.7230392156862745,0.04041570438799076,0.10247349823321555,0.11946158160403814,0.08231173380035026,0.3881099270891755,0.2947067238912732,0.8065819861431871,0.7821782178217822,0.9427710843373494,0.9420970266040689,0.9636465324384788,0.9848066298342542,0.9362880886426593,0.9588528678304239,0.8596385542168675,0.8785834738617201,0.2733224222585925,0.1953551912568306,0.2138570649208947,0.2549019607843137,0.020385674931129475,0.03333333333333333,0.7629757785467128,0.7651515151515151,0.9326160815402038,0.9262589928057554,0.7303921568627451,0.9734939759036144,0.22167487684729065,0.23902439024390243,0.9681325685149776,0.9910979228486647,0.3001579778830964,0.3584905660377358,0.12124248496993988,0.1598360655737705
Sacred Heart University,0.8235294117647058,0.8231797919762258,0.725,0.6938461538461539,0.775497512437811,0.7783094098883573,0.7345828295042321,0.7251051893408135,0.7783572359843546,0.9811320754716981,,,0.38291605301914583,0.3467741935483871,0.4476309226932668,0.5094664371772806,0.6400251730648207,0.6897856242118537,0.6749858196256381,0.696875,0.870940170940171,0.9302325581395349,0.8915060670949322,0.8709677419354839,0.9617117117117117,0.946078431372549,0.41397228637413397,0.37825059101654845,0.3656758272574313,0.33187134502923976,0.38642736960179475,0.3511111111111111,0.7725173210161663,0.7586206896551724,0.8765060240963856,0.8591549295774648,0.9032438478747203,0.8887195121951219,0.9024930747922437,0.9251870324189526,0.813855421686747,0.8195615514333895,0.2673213311511184,0.23497267759562843,0.2198581560283688,0.2679738562091503,0.10192837465564739,0.19,0.9296424452133795,0.875717017208413,0.8737259343148358,0.8615107913669064,0.7298474945533769,0.9710843373493976,0.40578817733990147,0.46710526315789475,0.9088591459528362,0.949238578680203,,,0.03507014028056112,0.040983606557377046
University of Saint Joseph,0.5201525054466231,0.6271551724137931,0.6107954545454546,0.6901004304160688,0.7164179104477612,0.7065390749601276,0.17654171704957677,0.18222222222222223,,,,,0.7378497790868925,0.8097014925373134,0.6670822942643392,0.6636005256241787,0.6198867212083071,0.669609079445145,0.5921724333522405,0.6289398280802292,0.7341880341880341,0.7627118644067796,0.6887937187723054,0.712280701754386,,,0.03926096997690531,0.10777385159010601,0.08524957936062816,0.03852889667250438,0.12226584408300617,0.10157367668097282,0.22690531177829099,0.1188118811881188,0.5873493975903614,0.6086956521739131,0.7348993288590604,0.6808149405772496,0.24709141274238228,0.19523099850968703,0.5481927710843374,0.4441687344913151,0.27277686852154936,0.2696817420435511,0.2214948172394981,0.32075471698113206,0.32231404958677684,0.20246913580246914,0.6470588235294118,0.6196969696969697,0.6138165345413363,0.6751054852320675,0.1394335511982571,0.19772727272727272,0.02832512315270936,0.03289473684210526,0.48820905035054174,0.5291878172588832,,,,
Southern Connecticut State University,0.43790849673202614,0.3706896551724138,0.49204545454545456,0.42615384615384616,0.4987562189054726,0.5470737913486005,0.524788391777509,0.6466666666666666,,,0.4908616187989556,0.5017543859649123,0.666421207658321,0.6814516129032258,0.5928927680798005,0.5781865965834428,0.5317809943360604,0.5788146279949559,0.5048213272830403,0.5157593123209169,0.8948717948717949,0.9216101694915254,0.7830121341898644,0.8157894736842105,0.743993993993994,0.6907216494845361,0.4665127020785219,0.4628975265017668,0.5025238362310712,0.5236427320490368,0.5389792484576557,0.530758226037196,0.3741339491916859,0.2376237623762376,0.5680722891566266,0.5817805383022774,0.7527964205816555,0.6719817767653758,0.6542936288088642,0.7049180327868853,0.4644578313253012,0.21254355400696864,0.33060556464811786,0.6038251366120219,0.3807965084560829,0.2,0.39944903581267216,0.4289940828402367,0.6597462514417531,0.6272727272727273,0.3301245753114383,0.35516372795969775,0.17320261437908496,0.22272727272727272,0.521551724137931,0.5642276422764227,0.6717654557042703,0.7398477157360406,,,0.93687374749499,0.9322429906542056
Trinity College,0.9264705882352942,0.9331352154531947,0.9301136363636363,0.9384615384615385,0.9011194029850746,0.9275092936802974,0.8833131801692866,0.8821879382889201,,,,,0.4992636229749632,0.5671641791044776,,,0.9773442416614223,0.9686028257456829,0.9489506522972206,0.9029304029304029,,,,,,,0.36316397228637415,0.32988165680473375,0.3129556926528323,0.4447900466562986,0.5333707234997196,0.6031331592689295,0.8614318706697459,0.8547854785478548,0.9066265060240963,0.9116022099447514,0.889821029082774,0.8719512195121951,0.9512465373961219,0.9282868525896414,0.9349397590361446,0.941908713692946,0.723404255319149,0.8568702290076335,0.48827059465357336,0.6226415094339622,0.01487603305785124,0.02666666666666667,0.9261822376009228,0.8661567877629063,0.9513023782559457,0.9460431654676259,0.5381263616557734,0.5084337349397591,0.5153940886699507,0.5854838709677419,0.9362651370299554,0.9300791556728232,,,,
United States Coast Guard Academy,0.9651416122004357,0.9363636363636364,,,0.9651741293532339,0.9642301710730948,0.9244256348246674,0.875,0.7757496740547588,0.8867924528301887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9943374858437146,1.0,0.7293028322440087,0.9686746987951808,,,,,,,,
Wesleyan University,0.9596949891067538,0.9204545454545454,0.9738636363636364,0.9833024118738405,0.9620646766169154,0.9684014869888475,0.9407496977025392,0.9074074074074074,,,,,,,,,0.9968533668974198,0.9924812030075187,0.994895065229722,0.9926739926739927,,,,,,,0.5542725173210161,0.5813609467455622,0.2770611329220415,0.39813374805598756,0.8553000560852496,0.8890339425587467,0.8672055427251733,0.9141914191419142,0.5240963855421686,0.5101289134438306,0.8501118568232662,0.8748221906116643,0.9152354570637119,0.8784860557768924,0.8771084337349397,0.8921161825726142,0.7228587015821059,0.8759541984732825,0.6966721222040371,0.9056603773584906,0.049035812672176306,0.06,0.9930795847750865,0.9880668257756563,0.9694224235560589,0.9622950819672131,0.5773420479302832,0.5590361445783133,0.6767241379310345,0.7225806451612903,0.8718929254302104,0.8509234828496042,,,,
Western Connecticut State University,0.4493464052287582,0.3896551724137931,0.5284090909090909,0.4584615384615385,0.4092039800995025,0.45434298440979953,0.40507859733978235,0.38429172510518933,,,,,0.5500736377025037,0.5342741935483871,0.5567331670822943,0.5295663600525624,0.4770295783511643,0.6088709677419355,0.4276800907543959,0.45119705340699817,0.647008547008547,0.6483050847457628,0.6709493219129193,0.6842105263157895,0.49924924924924924,0.5224171539961013,0.44803695150115475,0.43286219081272087,0.4845765563656758,0.4973730297723292,0.41839596186203026,0.2675250357653791,0.40473441108545033,0.28052805280528054,0.4903614457831325,0.4552023121387283,0.6996644295302014,0.6173120728929385,0.6930747922437673,0.7466467958271237,0.591566265060241,0.2961672473867596,0.3311511183851609,0.605191256830601,0.4877250409165303,0.6339622641509434,0.512396694214876,0.5458579881656804,0.4538638985005767,0.505586592178771,0.3522083805209513,0.3860759493670886,0.1644880174291939,0.13836477987421383,0.4224137931034483,0.4819078947368421,0.6698534098151689,0.6839762611275965,,,0.9418837675350702,0.9392523364485982
Yale University,0.985838779956427,0.9863636363636363,0.9761363636363637,0.9747747747747748,0.9713930348258707,0.9665871121718377,0.9637243047158404,0.9675925925925926,,,0.7963446475195822,0.8971631205673759,,,0.9912718204488778,0.9896694214876033,0.9886721208307111,0.9858712715855573,0.9676687464549064,0.9340659340659341,,,0.9421841541755889,0.9123173277661796,0.8168168168168168,0.7401960784313726,0.45092378752886836,0.41420118343195267,0.5047672462142456,0.533625730994152,0.8609085810431857,0.8580645161290322,0.8868360277136259,0.9207920792079208,0.8078313253012048,0.789179104477612,0.9781879194630873,0.9612756264236902,0.9944598337950139,0.9802197802197802,0.9843373493975903,0.9581881533101045,0.7217675941080196,0.8626465661641541,0.7119476268412439,0.8943396226415095,0.16584022038567492,0.33666666666666667,0.8621683967704729,0.7648183556405354,0.9807474518686297,0.9714285714285714,0.7287581699346405,0.9662650602409638,0.7456896551724138,0.8614800759013282,0.9770554493307839,0.9090909090909091,,,,
Delaware State University,0.3371459694989107,0.3516483516483517,0.4153409090909091,0.3742857142857143,0.5970149253731343,0.5614035087719298,0.36638452237001207,0.16203703703703703,0.061277705345501955,0.3225806451612903,0.2010443864229765,0.084,0.3019145802650957,0.3694029850746269,0.3709476309226933,0.3495440729483283,0.329137822529893,0.4274193548387097,0.33862733976176973,0.2630208333333333,0.31965811965811963,0.2733050847457627,0.4518201284796574,0.35294117647058826,0.45345345345345345,0.49377593360995853,0.2840646651270208,0.4612546125461255,0.33763320246775097,0.4844606946983547,0.08020190689848569,0.09195402298850575,0.09815242494226328,0.10174418604651163,0.14156626506024098,0.08294209702660407,0.2936241610738255,0.21184510250569477,0.30692520775623267,0.45394736842105265,0.1614457831325301,0.0963855421686747,0.016366612111292964,0.033444816053511704,0.03273322422258593,0.11269614835948645,0.209366391184573,0.2944640753828033,0.42502883506343714,0.4692737430167598,0.39977349943374857,0.4451476793248945,0.5321350762527233,0.4963855421686747,0.16379310344827586,0.20559210526315788,0.23390694710006374,0.16468842729970326,0.976303317535545,0.9814814814814815,0.4779559118236473,0.4742990654205608
University of Delaware,0.9003267973856209,0.7741176470588236,0.8392045454545455,0.7891891891891892,0.8327114427860697,0.8548644338118022,0.8694074969770254,0.7569444444444444,0.7431551499348109,0.8482384823848238,0.48912097476066146,0.40070921985815605,0.8505154639175257,0.7903614457831325,0.8584788029925187,0.8154761904761905,0.8791692888609188,0.7969924812030075,0.9001701644923426,0.8802083333333334,0.7504273504273504,0.6126984126984127,0.8700927908636689,0.8506151142355008,0.9039039039039038,0.8618556701030928,0.05484988452655889,0.14391143911439114,0.13236118900729107,0.17550274223034734,0.41727425687044306,0.3089005235602094,0.7448036951501155,0.7029702970297029,0.9192771084337349,0.9076682316118936,0.9183445190156599,0.876993166287016,0.8764542936288089,0.9284649776453056,0.8271084337349398,0.7568238213399504,0.32787779596290234,0.39418416801292405,0.486088379705401,0.7787081339712919,0.09311294765840221,0.17333333333333334,0.9036908881199539,0.8958868894601543,0.912797281993205,0.8487394957983193,0.7282135076252724,0.9781512605042016,0.24876847290640394,0.3377609108159393,0.9069471000637349,0.899736147757256,0.46919431279620855,0.6729559748427673,0.0871743486973948,0.10514018691588785
Goldey-Beacom College,0.49727668845315903,0.603448275862069,0.5329545454545455,0.46307692307692305,0.5491293532338308,0.5979643765903307,0.5598548972188634,0.6955555555555556,,,,,0.6325478645066274,0.6977611940298507,0.5972568578553616,0.580814717477004,0.5783511642542479,0.5321821036106751,0.5553034600113443,0.5787965616045845,,,0.37972876516773735,0.3333333333333333,,,0.7390300230946882,0.7322485207100592,0.6107683679192373,0.5964912280701754,0.5664610207515424,0.5336194563662375,0.37009237875288686,0.4297082228116711,0.6975903614457831,0.7287784679089027,0.3680089485458613,0.2621951219512195,0.5878116343490305,0.5498753117206983,0.6072289156626506,0.5885328836424958,0.7201309328968903,0.9256756756756757,0.7332242225859247,0.879245283018868,0.9002754820936639,0.9037037037037037,0.32583621683967706,0.46153846153846156,0.6721404303510758,0.7732997481108312,0.46459694989106753,0.529126213592233,0.6213054187192119,0.7685009487666035,0.49203314212874444,0.5317258883248731,,,,
Wilmington University,0.06808278867102396,0.03103448275862069,0.060227272727272727,0.08672566371681416,0.07773631840796019,0.01909307875894988,0.14933494558645707,0.09848484848484848,0.05736636245110821,0.1897018970189702,0.3307223672758921,0.2772727272727273,0.31001472754050075,0.25806451612903225,0.25498753117206985,0.28399311531841653,0.24040276903713026,0.2723833543505675,0.2410663641520136,0.20441988950276244,0.3401709401709402,0.2636363636363636,0.2890792291220557,0.18980667838312829,0.21396396396396397,0.2888015717092338,0.726905311778291,0.7021276595744681,0.6017947279865395,0.7842778793418648,0.6730229949523275,0.6852646638054364,0.34699769053117785,0.35878962536023057,0.5493975903614458,0.665158371040724,0.522930648769575,0.6065573770491803,0.4470914127423823,0.4232488822652757,0.4939759036144578,0.47386172006745364,0.7195853791598472,0.8875305623471883,0.7310420076377523,0.7575757575757576,0.6088154269972452,0.7396937573616019,0.1914648212226067,0.10303030303030303,0.11155152887882219,0.06593406593406594,0.23257080610021785,0.2594033722438392,0.7093596059113301,0.8349146110056926,0.5041427660930529,0.5482233502538071,0.6824644549763034,0.5679012345679012,0.7424849699398798,0.7663934426229508
American University,0.8769063180827886,0.8647845468053492,0.9085227272727273,0.9215384615384615,0.8575870646766169,0.8835725677830941,0.8706166868198307,0.7615740740740741,,,,,0.6458026509572902,0.6698292220113852,0.8815461346633416,0.8511904761904762,0.9225928256765261,0.9144050104384134,0.9041406693136699,0.8880208333333334,,,0.979300499643112,0.9603340292275574,0.9812312312312312,0.9647577092511013,0.054272517321016164,0.14575645756457564,0.12282669657879977,0.16270566727605118,0.41559169938306223,0.3074712643678161,0.4971131639722864,0.5581395348837209,0.7879518072289157,0.7417840375586855,0.9194630872483222,0.913109756097561,0.8975069252077562,0.8945868945868946,0.8987951807228916,0.9036144578313253,0.32242225859247137,0.527027027027027,0.38570649208947083,0.2496732026143791,0.09531680440771349,0.18,0.9596309111880046,0.9511568123393316,0.9116647791619479,0.9046762589928058,0.7276688453159041,0.9727626459143969,0.21921182266009853,0.26973684210526316,0.9101338432122371,0.950507614213198,,,,
The Catholic University of America,0.8257080610021786,0.8276374442793462,0.6590909090909091,0.6485714285714286,0.6784825870646766,0.6491228070175439,0.779322853688029,0.5972222222222222,,,0.7441253263707572,0.744,0.8615611192930781,0.7960339943342776,0.8672069825436409,0.9014454664914586,0.8181246066708622,0.7954070981210856,0.8315371525808282,0.7890625,,,,,0.7747747747747747,0.6167400881057269,0.05369515011547344,0.12190812720848057,0.07683679192372406,0.04903677758318739,0.414469994391475,0.3620689655172414,0.49942263279445726,0.5552325581395349,0.7439759036144579,0.6870109546165885,0.9256152125279642,0.9585635359116023,0.8869806094182825,0.9077306733167082,0.822289156626506,0.7801204819277109,0.31369339879978175,0.5901639344262295,0.3862520458265139,0.29545454545454547,0.05840220385674931,0.06656804733727811,0.9042675893886967,0.897172236503856,0.8448471121177803,0.8309352517985612,0.7271241830065359,0.963855421686747,0.17118226600985223,0.17235772357723578,0.9037603569152326,0.9451038575667656,,,,
University of the District of Columbia,0.08877995642701525,0.054945054945054944,0.04375,0.06548672566371681,0.13121890547263682,0.1358574610244989,0.24848851269649336,0.28,,,0.19408181026979981,0.088,0.050073637702503684,0.11555555555555555,0.034912718204488775,0.03273809523809524,0.02076777847702958,0.016129032258064516,0.032898468519568916,0.04087193460490463,0.2128205128205128,0.16101694915254236,0.15132048536759457,0.11754385964912281,0.11036036036036036,0.11410788381742738,0.9024249422632794,0.9612546125461254,0.876051598429613,0.9597806215722121,0.6870443073471677,0.82,0.13856812933025403,0.12814645308924486,0.23493975903614459,0.2070393374741201,0.16722595078299776,0.09392265193370165,0.38725761772853184,0.16923076923076924,0.35963855421686747,0.26595744680851063,0.717948717948718,0.9966555183946488,0.729405346426623,0.8712374581939799,0.7245179063360881,0.69593147751606,0.12053056516724336,0.11173184357541899,0.17723669309173273,0.3135593220338983,0.41013071895424835,0.4542974079126876,0.8343596059113301,0.9127134724857685,0.1822817080943276,0.1083086053412463,,,0.38276553106212424,0.3808411214953271
Gallaudet University,0.5495642701525054,0.5137931034482759,0.5556818181818182,0.4938461538461538,0.2767412935323383,0.10023866348448687,0.3996372430471584,0.1875,,,0.3698868581375109,0.348,0.6811487481590575,0.6975806451612904,0.5268079800498753,0.5955249569707401,0.5305223410950283,0.5775535939470365,0.5002836074872377,0.5469613259668509,0.8547008547008547,0.9159212880143113,0.5310492505353319,0.5,,,0.8146651270207852,0.8297872340425532,0.8620302860347728,0.943327239488117,0.8160403813796971,0.8472584856396866,0.6403002309468823,0.6424682395644283,0.053614457831325305,0.0374414976599064,0.18400447427293065,0.07926829268292683,0.10969529085872576,0.07749627421758569,0.09457831325301205,0.06070826306913996,0.7174031642116748,0.9986338797814208,0.7370430987452264,0.9254901960784314,0.6672176308539944,0.7832744405182568,0.3246828143021915,0.2973352033660589,0.2202718006795017,0.17896389324960754,0.4155773420479303,0.4383916990920882,0.895935960591133,0.9209677419354839,0.06500956022944551,0.048223350253807105,,,,
George Washington University,0.9155773420479303,0.8117647058823529,0.8903409090909091,0.8432432432432433,0.8594527363184079,0.7494033412887828,0.8905683192261185,0.8055555555555556,0.6610169491525424,0.6504065040650406,0.8172323759791122,0.9078014184397163,0.9734904270986745,0.9542168674698795,0.9376558603491272,0.9345238095238095,0.9131529263687854,0.8421052631578947,0.921724333522405,0.9140625,0.9982905982905983,0.9981818181818182,0.7187723054960742,0.7344497607655502,0.6111111111111112,0.5819070904645477,0.05196304849884527,0.14944649446494465,0.08693213684800898,0.10730948678071539,0.13011777902411667,0.13350785340314136,0.37990762124711314,0.24752475247524752,0.9216867469879518,0.917910447761194,0.9552572706935123,0.9202733485193622,0.9606648199445983,0.8967032967032967,0.9530120481927711,0.9305210918114144,0.7168576104746317,0.9483037156704361,0.4849972722313148,0.505654281098546,0.17851239669421487,0.38,0.49769319492502884,0.5391061452513967,0.9343148357870895,0.880672268907563,0.7265795206971678,0.973109243697479,0.05665024630541872,0.06451612903225806,0.9572976418100702,0.9551451187335093,0.41706161137440756,0.5974842767295597,0.8897795591182365,0.8785046728971962
Georgetown University,0.9803921568627451,0.9576470588235294,0.9727272727272728,0.9693693693693693,0.9521144278606966,0.9236276849642004,0.9691656590084643,0.9837962962962963,0.7105606258148631,0.8915989159891599,,,0.93519882179676,0.9060240963855422,0.986284289276808,0.9880952380952381,0.9760855884203902,0.949874686716792,0.9795802609188883,0.9558139534883721,,,,,,,0.45842956120092376,0.6383763837638377,0.44363432417274257,0.6160877513711152,0.8524957936062816,0.8977777777777778,0.9070438799076213,0.9603960396039604,0.9783132530120482,0.9371069182389937,0.9854586129753915,0.9772209567198178,0.9916897506925207,0.9714285714285714,0.9897590361445783,0.9751861042183623,0.7163120567375887,0.9499192245557351,0.7468630660120021,0.8206785137318255,0.15206611570247933,0.2866666666666667,0.9844290657439446,0.9820051413881749,0.9903737259343148,0.9918032786885246,0.7260348583877996,0.8295454545454546,0.7647783251231527,0.872865275142315,0.9955385595920969,0.9947229551451188,,,,
Howard University,0.6557734204793029,0.6508172362555721,0.6704545454545454,0.66,0.7742537313432836,0.7751196172248804,0.6360338573155986,0.39814814814814814,,,0.3951261966927763,0.32978723404255317,0.20618556701030927,0.12464589235127478,0.3329177057356609,0.3069908814589666,0.27816236626809315,0.21294363256784968,0.2943845717526943,0.234375,0.5897435897435898,0.4409722222222222,0.5802997858672377,0.4990512333965844,0.49774774774774777,0.52046783625731,0.024826789838337183,0.1937269372693727,0.0891755468311834,0.09323583180987204,0.09141895681435783,0.11206896551724138,0.22344110854503466,0.27325581395348836,0.2855421686746988,0.20031298904538342,0.581096196868009,0.6799431009957326,0.7518005540166205,0.698005698005698,0.769277108433735,0.7259036144578314,0.011456628477905073,0.010810810810810811,0.004909983633387889,0.008373205741626795,0.031955922865013774,0.04666666666666667,0.3875432525951557,0.37868162692847124,0.6987542468856173,0.6762589928057554,0.3159041394335512,0.3243697478991597,0.038177339901477834,0.03739837398373984,0.6622052262587635,0.7,,,0.6693386773547094,0.6682242990654206
Trinity Washington University,0.25,0.260989010989011,0.2767045454545455,0.2743362831858407,0.31965174129353235,0.35412026726057905,0.628174123337364,0.7622222222222222,,,,,0.15463917525773196,0.3244444444444444,0.2076059850374065,0.22203098106712565,0.2026431718061674,0.25,0.20873511060692002,0.1712707182320442,0.5735042735042735,0.5614406779661016,0.38329764453961457,0.3631578947368421,,,0.5808314087759815,0.6198224852071006,0.5726303982052721,0.5555555555555556,0.04094223219293326,0.03111111111111111,0.021939953810623556,0.02288329519450801,0.5271084337349398,0.5362318840579711,0.49384787472035796,0.44613259668508287,0.34570637119113573,0.13846153846153847,0.7602409638554217,0.6773049645390071,0.729405346426623,0.9096989966555183,0.745771958537916,0.8478260869565217,0.7112947658402203,0.5838607594936709,0.25893886966551327,0.276536312849162,0.2146092865232163,0.3855932203389831,0.3137254901960784,0.3383356070941337,0.2616995073891626,0.3125,0.41045251752708733,0.4148148148148148,,,,
